hsg_owner	hsg_adm	hsg_sigil	hsg_kurzbenennung	hsg_bibliothek	hsg_geloescht	hsg_id
M1174	HBZ60	6/297	MS	Professur für Kulturwissenschaften der Textilien, Bibliothek	2013-04-26 00	:00	:00	3810
M1175	HBZ60	6/298	MS: Did. d. Biologie	Zentrum für Didaktik der Biologie (ZDB) an der Universität Münster	NULL	3811
M1176	HBZ60	6/299	MS	Institut für Technik und ihre Didaktik an der Universität Münster	2006-12-01 00	:00	:00	3812
M1177	HBZ60	6/302	MS	Institut für Ökonomische Bildung, Abt. Haushaltswissenschaft und ihre Didaktik der Universität Münster	2013-05-17 00	:00	:00	3813
M1178	HBZ60	6/303	MS	Institut für Ökonomische Bildung der Universität Münster	2022-11-09 10	:59	:26	3814
M1179	HBZ60	6/304	MS: Agrarinformatik	Institut für Agrar- und Forstinformatik der Universität Münster	NULL	3815
M1180	HBZ60	6/305	MS	Institut für Ausbildung und Studienangelegenheiten der Medizinischen Fakultät (IFAS) der Universität Münster	2011-09-06 00	:00	:00	3816
M1181	HBZ60	6/306	MS	Lateinamerika-Zentrum in der Zweigbibliothek Sozialwissenschaften der ULB	2006-07-12 00	:00	:00	3817
M1182	HBZ60	6/307	MS	Lehrstuhl für Rechtstheorie und Zivilrecht der Universität Münster	2006-07-12 00	:00	:00	3818
M1183	HBZ60	6/308	MS: KindJugendpsychiat	Klinik für Kinder- und Jugendpsychiatrie, Psychosomatik und Psychotherapie der Universität Münster	NULL	3819
M1184	HBZ60	6/309	MS: Interd.Balt.Stud.	Institut für Interdisziplinäre Baltische Studien der Universität Münster	NULL	3820
M1185	HBZ60	6/311	MS: Univ.-Archiv	Universitätsarchiv Münster	NULL	3821
M1186	HBZ60	6/312	MS	Germanistisches Institut, Centrum für Rhetorik, Kommunikation und Theaterpraxis, Universität Münster	2011-08-19 00	:00	:00	3822
M1187	HBZ60	6/313	MS	Zentrum für Wissenschaft und Praxis, Abt. Audiovisuelle Medien der Universität Münster	2007-10-08 00	:00	:00	3823
M1188	HBZ60	6/314	MS	Klinik und Poliklinik für Technische Orthopädie und Rehabilitation, der Universität Münster	2016-01-11 00	:00	:00	3824
M1189	HBZ60	6/315	MS	Akademie für Manuelle Medizin an der Universität Münster	2013-09-11 00	:00	:00	3825
M1190	HBZ60	6/316	MS	Umweltprobenbank des Bundes - Teilbank Humanproben und Datenbank (UPB-Hum) der Universität Münster	2013-09-11 00	:00	:00	3826
M1191	HBZ60	6/317	MS	Institut für Chemo- und Biosensorik der Universität Münster	2005-03-04 00	:00	:00	3827
M1192	HBZ60	6/318	MS: Leibniz-Forschung	Leibniz-Forschungsstelle der Universität Münster	NULL	3828
M1193	HBZ60	6/319	MS	Institut für Krankenhaus-Management	2014-10-21 00	:00	:00	3829
M1194	HBZ60	6/320	MS	Lehrstuhl für Öffentliches Recht der Universität Münster	2014-05-07 00	:00	:00	3830
M1195	HBZ60	6/321	MS	Freiherr-Vom-Stein-Institut, Münster	2015-07-03 00	:00	:00	3831
M1196	HBZ60	6/322	MS	Institut für Infektiologie der Universität Münster	2013-09-11 00	:00	:00	3832
M1197	HBZ60	6/323	MS	Institut für Zellbiologie der Universität Münster	2013-09-11 00	:00	:00	3833
M1198	HBZ60	6/324	MS	Sprachenzentrum der Universität Münster	2014-01-09 00	:00	:00	3834
M1199	HBZ60	6/325	MS: Interd.Zypernstud	Institut für Interdisziplinaere Zypern-Studien der Universität Münster	NULL	3835
M1200	HBZ60	6/326	MS: ITM-Recht	Institut für Informations-, Telekommunikations- und Medienrecht der Universität Münster	NULL	3836
M1201	HBZ60	6/327	MS	Germanistisches Institut, Abt. Didaktik der Deutschen Sprache und Literatur, Arbeitsstelle Randgruppenkultur/-literatur, Universität Münster	2008-08-15 00	:00	:00	3837
M1202	HBZ60	6/328	MS: AS Griechenland	Arbeitsstelle Griechenland im Seminar für Byzantinistik der Universität Münster	NULL	3838
M1203	HBZ60	6/329	MS: ITM-Recht, Öff. Recht	Institut für Informations-, Telekommunikations- und Medienrecht, Abteilung Öffentliches Recht, Universität Münster	NULL	3839
M1204	HBZ60	6/330	MS	Institut für Angewandte Informatik an der Westfälischen Wilhelms-Universität, Projekt Beratungszentrum	2007-10-08 00	:00	:00	3840
M1205	HBZ60	6/128	MS	Institut für Römisches Recht der Universität Münster	2000-10-23 00	:00	:00	3841
M1206	HBZ60	6/215	MS	Institut für Politikwissenschaft, Abt. 1 der Universität Münster	2000-10-23 00	:00	:00	3842
M1207	HBZ60	6/048	MS	Historisches Seminar der Universität Münster*	2006-07-12 00	:00	:00	3843
M1208	HBZ60	6/170	MS	Institut für Kirchenrecht der Universität Münster	2006-07-12 00	:00	:00	3844
M1209	HBZ60	6/241	MS	Lehrstuhl für Rechtssoziologie, Rechts- und Sozialphilosophie der Universität Münster (Bibliothek geschlossen)	2006-07-12 00	:00	:00	3845
M1210	HBZ60	6/AUD	MS: Biomagnetismus	Institut für Biomagnetismus und Biosignalanalyse der Universität Münster	NULL	3846
M1211	HBZ60	6/EXP	MS: Exp.Biomechanik	Institut für experimentelle Biomechanik der Universität Münster	NULL	3847
M1212	HBZ60	6/UGA	MS	Ugarit-Forschungsstelle der Universität Münster	2006-07-12 00	:00	:00	3848
M1213	HBZ60	6/237	MS	Klinik und Poliklinik fuer Anästhesiologie und Operative Intensivmedizin der Universität Münster	2014-05-07 00	:00	:00	3849
M1214	HBZ60	6/EUR	MS	Europäisches Dokumentationszentrum / Zentralbibliothek für Sozialwissenschaften der Universität der Münster	2003-06-05 00	:00	:00	3850
M1215	HBZ60	6/331	MS	Institut für Betriebswirtschaftliches Management im FB Chemie und Pharmazie der Universität Münster	2019-05-28 00	:00	:00	3851
M1216	HBZ60	6/332	MS	Europäisches Dokumentationszentrum in der Zweigbibliothek Sozialwissenschaften der Universität Münster	2022-11-09 11	:00	:13	3852
M1217	HBZ60	6/FES	MS	Institut für Festkörpertheorie der Universität Münster	2009-11-11 00	:00	:00	3853
M1218	HBZ60	6/333	MS	Zentrum für Umweltforschung der Universität Münster	2008-01-07 00	:00	:00	3854
M1219	HBZ60	6/334	MS: Musikhochschule	Musikhochschule in der Universität Münster	NULL	3855
M1220	HBZ60	6/139a	MS: Volkskundl. Komm.	Volkskundliche Kommission für Westfalen, Landschaftsverband Westfalen-Lippe	NULL	3856
M1221	HBZ60	6/139b	MS: Mundart/Namenf.	Kommission für Mundart- und Namenforschung Westfalens, Landschaftsverband Westfalen-Lippe	NULL	3857
M1222	HBZ60	6/335	MS	Zentrum für Lehrerbildung der Universität Münster	2014-10-21 00	:00	:00	3858
M1223	HBZ60	6/336	MS: Religiöse Studien	Centrum für Religiöse Studien (CRS) der Universität Münster	NULL	3859
M1224	HBZ60	6/337	MS	Institut für Religiöse Volkskunde der Universität Münster	2019-10-01 00	:00	:00	3860
M1225	HBZ60	6/338	MS: Career Service	Career Service, Universität Münster	NULL	3861
M5001	HBZ60	836	MS: FHB	Fachhochschulbibliothek Münster	NULL	3862
MZ001	EDK50	2749	K: MedienZ Erzbistum	Medienzentrale des Erzbistums Köln	NULL	3863
N5001	HBZ60	829 MG/	KR: HSB Niederrhein	Hochschulbibliothek der Hochschule Niederrhein in Mönchengladbach/Krefeld	NULL	3864
NL001	HBZ60	ZDB-1-DFL	NLZ Frauenliteratur	Deutschsprachige Frauenliteratur des 18. und 19. Jahrhunderts	NULL	3865
NL002	HBZ60	ZDB-1-ECC	NLZ ECCO	Eighteenth Century Collections Online	NULL	3866
NL003	HBZ60	ZDB-1-EEB	NLZ EEBO	Early English Books Online	NULL	3867
NL004	HBZ60	ZDB-1-ELW	NLZ Women´s Literature	English Language Womens Literature of the 18th  & 19th centuries	NULL	3868
NL005	HBZ60	ZDB-1-MME	NLZ Making of ME	The Making of the Modern	World: economics, politics and industry	NULL	3869
NL006	HBZ60	ZDB-1-MML	NLZ MOML 1	The Making of Modern	Law: Legal Treatises 1800  1926 / MOML 1	NULL	3870
NL007	HBZ60	ZDB-1-NEL	NLZ NetLibrary	E-Books von NetLibrary	NULL	3871
NL008	HBZ60	ZDB-1-WFR	NLZ Wales rel.Fict.	Wales related Fiction of the Romantic Period	NULL	3872
NL009	HBZ60	ZDB-1-EAI	NLZ EAI	Early American imprints	NULL	3873
NL010	HBZ60	ZDB-1-TES	NLZ TESO	Teatro Español del Siglo de Oro	NULL	3874
NL011	HBZ60	ZDB-1-EIO	NLZ EIO	Editoria italiana online / Monografie	NULL	3875
NL012	HBZ60	ZDB-1-NEF	NLZ NEF	NetLibrary / kostenfreie Titel	NULL	3876
NL013	HBZ60	ZDB-1-MYA	NLZ Mystik&Aszese	Mystik & Aszese des 16.  19. Jahrhunderts	NULL	3877
NL014	HBZ60	ZDB-1-RTH	NLZ Relig.&Theologie	Religion & Theologie des 16.  19. Jahrhunderts	NULL	3878
NL015	HBZ60	ZDB-1-SMI	NLZ Springer Med.	Springer ebook collection / Medicine 2005-2008 [als Nationallizenz]	NULL	3879
NL016	HBZ60	ZDB-1-CLM	NLZ litt. médiév.	Le Corpus de la littérature médiévale, des origines à la fin du Xve siècle	NULL	3880
NL017	HBZ60	ZDB-1-KEB	NLZ Karger	Karger eBooks Collection 1997-2009 [Nationallizenz]	NULL	3881
NL018	HBZ60	ZDB-1-BEC	NLZ Brill Nijhoff	Brill Nijhoff E-Books Collections	: Human Rights and Humanitarian Law ; International Law 2006-2008	NULL	3882
NL019	HBZ60	ZDB-1-RSE	NLZ RSC eBook	RSC eBook Collection 1968-2009	NULL	3883
NL020	HBZ60	ZDB-1-DLC	NLZ Catholic Reform	Digital Library of the Catholic Reformation	NULL	3884
NL021	HBZ60	ZDB-1-DLP	NLZ Protestant Texts	Digital Library of Classic Protestant Texts	NULL	3885
NL022	HBZ60	ZDB-1-ELC	NLZ Elsevier	Elsevier e-book collection on ScienceDirect	NULL	3886
NL023	HBZ60	ZDB-1-KBL	NLZ K-Barth-Library	The Digital Karl Barth Library	NULL	3887
NL024	HBZ60	ZDB-1-CDC	NLZ Corvey Dig. Coll.	Corvey Digital Collection	: Literature of the 18th and 19th Centuries	NULL	3888
NL025	HBZ60	ZDB-1-SOT	NLZ Social Theory	Social Theory	NULL	3889
NL026	HBZ60	ZDB-1-EMO	NLZ Empire Online	Empire Online	NULL	3890
NL027	HBZ60	ZDB-1-ATS	NLZ Acta Sanctorum	Acta Sanctorum Database	NULL	3891
NL028	HBZ60	ZDB-1-CLF	NLZ litt. francoph.	Corpus de la première littérature francophone de l ?Afrique noire	NULL	3892
NL029	HBZ60	ZDB-1-LCL	NLZ LibLatinTextsA	Library of Latin Texts / Series A	NULL	3893
NL030	HBZ60	ZDB-1-MOR	NLZ MusicOnlineRef	Music Online Reference	NULL	3894
NL031	HBZ60	ZDB-1-NAI	NLZ N.Am.Immigrant	North American Immigrant Letters, Diaries and Oral Histories	NULL	3895
NL032	HBZ60	ZDB-1-WBA	WBA E-Library	World Bank E-Library Archive	NULL	3896
NL033	HBZ60	ZDB-1-HRA	eHRAF World Cul.	eHRAF World Cultures	NULL	3897
NL034	HBZ60	ZDB-1-SLN	SPR LN 1964-1996	Springer Lecture Notes 1964-1996	NULL	3898
NL035	HBZ60	ZDB-1-EAP	Early Amer. Impr	Early American Imprints	: Shaw/Shoemaker 1801-1819 (Series II) / EAI	NULL	3899
O9002	HBZ60	Bet 1	BI: B KiHo Bethel	Bibliothek der Kirchlichen Hochschule Bethel, Bielefeld	NULL	3900
O9004	HBZ60	Bm 53	BO: StArchiv	Stadtarchiv Bochum	NULL	3901
O9005	HBZ60	Bo 131	BN: Sanitätsamt B'wehr	Sanitätsamt der Bundeswehr	Bonn, Bibliothek und Fachinformationsstelle	NULL	3902
O9006	HBZ60	Bo 133	BN: B FES	Bibliothek der Friedrich-Ebert-Stiftung	Bonn	NULL	3903
O9007	HBZ60	Bo 404	BN: DRZE	Bibliothek/Dokumentation des Deutschen Referenzzentrums für Ethik in den Biowissenschaften der Universität	Bonn	NULL	3904
O9008	HBZ60	Bo 405	BN: Dt. Archäol. Inst.	Deutsches Archäologisches Institut (DAI), Kommission für Allgemeine und Vergleichende Archäologie	Bonn	NULL	3905
O9009	HBZ60	Det 2	DT: BA Getreideforsch.	Bundesanstalt für Getreide-, Kartoffel- und Fettforschung, Detmold	NULL	3906
O9010	HBZ60	Dü 48	D: FachB Frauendiakonie	Fachbibliothek für Frauendiakonie und Fliedner-Archiv, Düsseldorf-Kaiserswerth	NULL	3907
O9012	HBZ60	Dü 59	D: Gerhart-Hauptmann-Hs	Stiftung Gerhart-Hauptmann-Haus, Deutsch-Osteuropäisches Forum, Düsseldorf	NULL	3908
O9014	HBZ60	221	Bocholt: StB	Stadtbibliothek Bocholt	NULL	3909
O9015	HBZ60	E 4	E	Krupp Industrietechnik GmbH Essen, Fachbücherei Systemtechnik (Bibliothek aufgelöst!)	2005-06-16 00	:00	:00	3910
O9016	HBZ60	Jül 1	Jülich: ZB Forsch.ztr.	Forschungszentrum Jülich GmbH, Zentralbibliothek	NULL	3911
O9017	HBZ60	Kn 125	K: Germania Judaica	Germania Judaica, Kölner Bibliothek zur Geschichte des deutschen Judentums e.V.	NULL	3912
O9018	HBZ60	Kn 131	K: B British Council	British Council, British Studies Information Centre, Köln (kein Leihverkehr mehr!)	NULL	3913
O9020	HBZ60	Le 1	LEV: Kekulé-B	Kekulé-Bibliothek der Bayer AG Leverkusen (kein Leihverkehr mehr!)	NULL	3914
O9021	HBZ60	Rem 4	RS: B Dt. Werkzeugmus.	Historisches Zentrum/Deutsches Werkzeugmuseum, Bibliothek, Remscheid	NULL	3915
O9023	HBZ60	211	PB: Erzb. Akad. B	Erzbischöfliche Akademische Bibliothek, Paderborn	NULL	3916
O9024	HBZ60	Bo 56	BN: Rhein. Kliniken	Rheinische Kliniken, Bibliothek	NULL	3917
O9025	HBZ60	Bo 59	BN: Beethoven-Archiv	Beethoven-Archiv, Bibliothek	NULL	3918
O9026	HBZ60	Bo 102	Berlin: BMAS	Bundesministerium für Arbeit und Soziales	NULL	3919
O9027	HBZ60	Bo 127	Bonn: Museum König	Zoologisches Forschungsmuseum Alexander König	NULL	3920
O9028	HBZ60	Bo 146	BN: MPI Radioastronomie	Max-Planck-Institut für Radioastronomie, Bibliothek	NULL	3921
O9029	HBZ60	Bo 170	Bonn: Bischöfl. Sem.	Bischöfliches Seminar und Konvikt Johanneum.	NULL	3922
O9030	HBZ60	Bo 171	BN: Coll. Albertinum	Collegium Albertinum, Bibliothek	NULL	3923
O9031	HBZ60	Bo 172	BN	Bischöfliches Theologenkonvikt (Paulus-Haus), Bibliothek	2016-11-02 00	:00	:00	3924
O9032	HBZ60	Bo 196	BN: Rob.-Schumann-Inst.	Robert-Schumann-Institut an der Universität	Bonn, Bibliothek	NULL	3925
O9033	HBZ60	Bo 206	BN: MPI f. Mathematik	Max-Planck-Institut für Mathematik, Bibliothek	NULL	3926
O9034	HBZ60	Grv 1	Grevenbroich: PfarrB	Alte Pfarrbibliothek der Katholischen Pfarrei St. Georg Grevenbroich-Neu-Elfgen	NULL	3927
O9035	HBZ60	Brl 1	Brü	hl: Max-Ernst-Gymn.	Max-Ernst-Gymnasium der Stadt Brühl (MEG), Bibliothek im Selbstlernzentrum	NULL	3928
O9036	HBZ60	Hen 2	Hennef: Stadtarchiv	Stadtarchiv Hennef, Bibliothek	NULL	3929
O9037	HBZ60	Zlp 1	Zü	lpich: Stadtarchiv	Stadtarchiv Zülpich, Kapuziner-Bibliothek	NULL	3930
O9038	HBZ60	Hzr 1	AC: Pfarre Bibl.Turck	Archiv der Pfarre St. Gertrud (St. Mariae Himmelfahrt), Bibliothek Turck	NULL	3931
O9039	HBZ60	Kn 195	K: Oberlandesgericht	Oberlandesgericht Köln, Bibliothek	NULL	3932
O9040	HBZ60	Jhn1	Jü	chen: Gemeindearchiv	Gemeindearchiv Jüchen, Bibliothek	NULL	3933
Q0001	HBZ60	5	Bonn: ULB	Universitäts- und Landesbibliothek	Bonn	NULL	3934
Q0002	HBZ60	5 M	Bonn: ULB, Med. Abt.	Universitäts- und Landesbibliothek	Bonn, Medizinische Abteilung	NULL	3935
Q0003	HBZ60	5 N	Bonn: ULB, Abt. Med. Nat.	Universitäts- und Landesbibliothek	Bonn, Abteilungsbibliothek Medizin, Naturwissenschaften und Landbau	NULL	3936
Q1001	HBZ60	5/10	Bonn	Institut für Zoologie der Universität	Bonn	2016-11-02 00	:00	:00	3937
Q1002	HBZ60	5/106	Bonn	Institut für Tierwissenschaften, Abt. Tierzucht und Tierhaltung	2016-10-06 00	:00	:00	3938
Q1003	HBZ60	5/107	Bonn	Institut für Kommunikationswissenschaften, Abt. Slavistik	2016-11-02 00	:00	:00	3939
Q1004	HBZ60	5/108	Bonn: FB. Theologie	Fachbibliothek Ev. - Kath. Theologie der Universität	Bonn	NULL	3940
Q1005	HBZ60	5/11	Bonn: Geographie	Geographisches Institut der Universität	Bonn	NULL	3941
Q1006	HBZ60	5/112	Bonn	Institut für Zellbiologie der Universität	Bonn	2016-11-02 00	:00	:00	3942
Q1007	HBZ60	5/113	Bonn: Meteorologie	Institut für Geowissenschaften, Abt. Meteorologie der Universität	Bonn	NULL	3943
Q1008	HBZ60	5/114	Bonn	Helmholtz-Institut für Strahlen- und Kernphysik (Bonn, Helmholtz-Inst.)	2016-10-06 00	:00	:00	3944
Q1009	HBZ60	5/115	Bonn	Helmholtz-Institut für Strahlen- und Kernphysik, Abt. Theorie (Bonn, Helmholtz-I., Theorie)	2016-10-06 00	:00	:00	3945
Q1010	HBZ60	5/117	Bonn	Institut für Evolutionsbiologie und Zooökologie der Universität	Bonn	2016-11-02 00	:00	:00	3946
Q1011	HBZ60	5/118	Institut für Angewandte Mathematik, Abt. für Funktionalanalysis und Numerische Mathematik, Abt. Wissenschaftliches Rechnen u. Numerische Simulation	2016-07-28 00	:00	:00	3947
Q1012	HBZ60	5/119	Bonn	Anatomisches Institut der Universität	Bonn	2016-10-06 00	:00	:00	3948
Q1013	HBZ60	5/12	Bonn: Geologie	Institut für Geowissenschaften, Abt. Geologie der Universität	Bonn	NULL	3949
Q1014	HBZ60	5/120	Bonn	Institut für Strahlenbiologie der Universität	Bonn	2008-06-04 00	:00	:00	3950
Q1015	HBZ60	5/121	Bonn: Diskrete Mathematik	Forschungsinstitut fuer Diskrete Mathematik - Institut fuer Oekonometrie und Operations Research, Abt. perations Research, Bibliothek.	NULL	3951
Q1016	HBZ60	5/13	Bonn: Germanistik	Institut für Germanistik, Vergleichende Literatur- und Kulturwissenschaft der Universität	Bonn	NULL	3952
Q1017	HBZ60	5/132	Bonn	Institut für Angewandte Physik der Universität	Bonn	2016-11-02 00	:00	:00	3953
Q1018	HBZ60	5/134	Bonn	Institut für Internationale Wirtschaftspolitik der Universität	Bonn	2014-05-07 00	:00	:00	3954
Q1019	HBZ60	5/135	Bonn	Institut für Genetik der Universität	Bonn	2012-06-04 00	:00	:00	3955
Q1020	HBZ60	5/136	Bonn: F.-J.-Dölger-Institut	Franz-Joseph-Dölger-Institut zur Erforschung der Spätantike der Universität	Bonn, Bibliothek	NULL	3956
Q1021	HBZ60	5/137	Institut für Orient- und Asienwissenschaften, Abt. Indologie	2016-07-28 00	:00	:00	3957
Q1022	HBZ60	5/138	Bonn	Ökumenisches Institut der Universität	Bonn	2009-07-17 00	:00	:00	3958
Q1023	HBZ60	5/139	Institut für Orient- und Asienwissenschaften, Abt. Orientalische und Asiatische Sprachen	2016-07-28 00	:00	:00	3959
Q1024	HBZ60	5/14	Bonn: FB. Mathematik	FB Mathematik der Universität	Bonn	NULL	3960
Q1025	HBZ60	5/140	Institut für Orient- und Asienwissenschaften, Abt. Asiatische und Orientalische Kunstgeschichte	2016-07-28 00	:00	:00	3961
Q1026	HBZ60	5/141	Bonn: Orient. Asienwiss.	Institut für Orient- und Asienwissenschaften (IOA)	NULL	3962
Q1027	HBZ60	5/142	Bonn: Internat. Privatrecht	Institut für Internationales Privatrecht und Rechtsvergleichung der Universität	Bonn	NULL	3963
Q1028	HBZ60	5/143	Institut für Orient- und Asienwissenschaften, Abt. Mongolistik und Tibetstudien	2016-07-28 00	:00	:00	3964
Q1029	HBZ60	5/15	Steinmann-Institut für Geologie, Mineralogie und Paläontologie, Abt. Mineralogie der Universität	Bonn	2016-07-28 00	:00	:00	3965
Q1030	HBZ60	5/156	Bonn	Zentrum für Hygiene und Medizinische Mikrobiologie, Institut für Medizinische Mikrobiologie, Immunologie und Parasitologie	2016-10-06 00	:00	:00	3966
Q1031	HBZ60	5/157	Institut für Philosophie, LFB II	2016-07-28 00	:00	:00	3967
Q1032	HBZ60	5/158	Institut für Philosophie, Lennéestraße	2016-07-28 00	:00	:00	3968
Q1033	HBZ60	5/159	:	Bonn	Seminar für lateinische Philologie des Mittelalters und der Neuzeit der Universität	Bonn	2006-12-01 00	:00	:00	3969
Q1034	HBZ60	5/16	Bonn	Institut für Pharmakologie und Toxikologie der Universität	Bonn	2016-10-06 00	:00	:00	3970
Q1035	HBZ60	5/160	Institut für Orient- und Asienwissenschaften, Abt. Sprache und Geschichte Chinas	2016-07-28 00	:00	:00	3971
Q1036	HBZ60	5/161	Bonn: Osteurop. Geschichte	Institut für Geschichtswissenschaft, Abt. Osteuropäische Geschichte	NULL	3972
Q1037	HBZ60	5/162	Bonn: Politik Soziologie	Institut für Politische Wissenschaft und Soziologie	NULL	3973
Q1038	HBZ60	5/163	Bonn	Seminar für Soziologie der Universität	Bonn	2008-08-15 00	:00	:00	3974
Q1039	HBZ60	5/164	Bonn	Seminar für Historische Geographie der Universität	Bonn	2003-06-05 00	:00	:00	3975
Q1040	HBZ60	5/165	Bonn	Institut für Kirchengeschichte der Universität	Bonn	2009-07-17 00	:00	:00	3976
Q1041	HBZ60	5/167	Bonn	Hans-Iwand-Haus (Evangelisch-Theologisches Stift)	2015-03-03 00	:00	:00	3977
Q1042	HBZ60	5/168	Bonn	Institut für Hermeneutik der Universität	Bonn	2009-07-17 00	:00	:00	3978
Q1043	HBZ60	5/169	Bonn: Altkath. Seminar	Altkatholisches Seminar der Universität	Bonn	NULL	3979
Q1044	HBZ60	5/17	Bonn: Chemie	Kekulé-Institut für Organische Chemie und Biochemie / Institut für Anorganische Chemie der Universität	Bonn	NULL	3980
Q1045	HBZ60	5/175	Bonn: Sprachwissenschaft	Institut für Sprach-, Medien- und Musikwissenschaft, Abt. Interkulturelle Kommunikation und Mehrsprachigkeitsforschung der Universität	Bonn	NULL	3981
Q1046	HBZ60	5/181	Bonn: Arbeitsrecht	Institut für Arbeitsrecht und Recht der Sozialen Sicherheit der Universität	Bonn	NULL	3982
Q1047	HBZ60	5/182	Bonn: Kriminolog. Sem.	Kriminologisches Seminar der Universität	Bonn	NULL	3983
Q1048	HBZ60	5/183	Bonn: Öff. Recht	Institut für Öffentliches Recht der Universität	Bonn	NULL	3984
Q1049	HBZ60	5/184	Bonn: Römisches Recht	Institut für Römisches Recht und Vergleichende Rechtsgeschichte der Universität	Bonn	NULL	3985
Q1050	HBZ60	5/185	Bonn: Rechtsphilos. Sem.	Rechtsphilosophisches Seminar der Universität	Bonn	NULL	3986
Q1051	HBZ60	5/186	Bonn: Steuerrecht	Institut für Steuerrecht der Universität	Bonn	NULL	3987
Q1052	HBZ60	5/187	Bonn: Strafrecht	Institut für Strafrecht der Universität	Bonn	NULL	3988
Q1053	HBZ60	5/189	Bonn	Institut für das Recht der Wasser- und Entsorgungswirtschaft der Universität	Bonn	2012-03-19 00	:00	:00	3989
Q1054	HBZ60	5/19	Institut für Orient- und Asienwissenschaften, Abt. Islamwissenschaft	2016-07-28 00	:00	:00	3990
Q1055	HBZ60	5/190	Bonn: Zivilverf.recht	Institut für deutsches und internationales Zivilverfahrensrecht der Universität	Bonn	NULL	3991
Q1056	HBZ60	5/191	Bonn	Institut für Mikrobiologie und Biotechnologie der Universität	Bonn	2016-11-02 00	:00	:00	3992
Q1057	HBZ60	5/192	Institut für Angewandte Mathematik der Universität	Bonn, Abteilung für Angewandte Analysis	2016-07-28 00	:00	:00	3993
Q1058	HBZ60	5/193	Bonn	Institut für Angewandte Mathematik der Universität	Bonn, Abteilung für Mathematische Methoden der Physik	2009-07-17 00	:00	:00	3994
Q1059	HBZ60	5/194	Institut für Angewandte Mathematik der Universität	Bonn, Abteilung für Wahrscheinlichkeitstheorie und Mathematische Statistik	2016-07-28 00	:00	:00	3995
Q1060	HBZ60	5/195	Institut für Informatik der Universität	Bonn	2016-07-28 00	:00	:00	3996
Q1061	HBZ60	5/197	Bonn	Institut für Ernährungs- und Lebensmittelwissenschaften, Humanernährung	2016-10-06 00	:00	:00	3997
Q1062	HBZ60	5/198	Bonn: Kulturanthropolog.	Institut für Archäologie und Kulturanthropologie / Abt. Kulturanthropologie/Volkskunde	NULL	3998
Q1063	HBZ60	5/199	Bonn	Institut für Geodäsie und Geoinformation, Geoinformation	2016-11-02 00	:00	:00	3999
Q1064	HBZ60	5/20	Bonn: Geschichtswiss.	Institut für Geschichtswissenschaft der Universität	Bonn	NULL	4000
Q1065	HBZ60	5/200	Institut für Ernährungs- und Lebensmittelwissenschaften, Lebensmittelchemie	2016-07-28 00	:00	:00	4001
Q1066	HBZ60	5/201	Bonn	Mathematisches Seminar der Landwirtschaftlichen Fakultät der Universität	Bonn	2009-07-17 00	:00	:00	4002
Q1067	HBZ60	5/202	Bonn	Institut für Tierwissenschaften, Abt. Tierernährung	2016-10-06 00	:00	:00	4003
Q1068	HBZ60	5/203	Bonn	Studio für Kunsterziehung der Universität	Bonn	2020-01-09 00	:00	:00	4004
Q1069	HBZ60	5/204	Bonn	Institut für Ökonometrie und Operations Research der Universität	Bonn, Ökonometrische Abteilung	2012-03-19 00	:00	:00	4005
Q1070	HBZ60	5/205	Bonn: Archiv der Univers.	Archiv der Universität	Bonn, Bibliothek	NULL	4006
Q1071	HBZ60	5/207	Institut für Klinische Biochemie der Universität	Bonn	2016-07-28 00	:00	:00	4007
Q1072	HBZ60	5/208	Bonn	Evangelisch-Theologisches Seminar der Universität	Bonn, Abteilung für Religionspädagogik	2009-03-06 00	:00	:00	4008
Q1073	HBZ60	5/209	Bonn	Institut für Ernährungs- und Lebensmittelwissenschaften, Lebensmitteltechnologie und Lebensmittelmikrobiologie	2016-10-06 00	:00	:00	4009
Q1074	HBZ60	5/21	Bonn: Griech.Latein.Phil.	Institut für Klassische und Romanische Philologie, Abt. Griechische und Lateinische Philologie	NULL	4010
Q1075	HBZ60	5/210	Bonn	Physiologisches Institut II der Universität	Bonn	2016-10-06 00	:00	:00	4011
Q1076	HBZ60	5/211	Bonn	Institut für Medizinische Biometrie, Informatik und Epidemiologie der Universität	Bonn, Bibliothek	2016-10-06 00	:00	:00	4012
Q1077	HBZ60	5/212	Bonn	Institut für Experimentelle Hämatologie u. Transfusionsmedizin der Universität	Bonn	2016-10-06 00	:00	:00	4013
Q1078	HBZ60	5/213	Bonn	Institut für Humangenetik der Universität	Bonn	2016-10-06 00	:00	:00	4014
Q1079	HBZ60	5/214	Bonn	Institut für Medizinische Parasitologie der Universität	Bonn (Bestände übernommen durch das Pathologische Institut = 5/42)	2006-12-01 00	:00	:00	4015
Q1080	HBZ60	5/215	Zentrum für Pathologie, Institut für Kinderpathologie der Universität	Bonn	2000-10-20 00	:00	:00	4016
Q1081	HBZ60	5/216	Bonn	Zentrum für Pathologie, Institut für Neuropathologie der Universität	Bonn	2016-10-06 00	:00	:00	4017
Q1082	HBZ60	5/217	Chirurgisches Zentrum, Klinik für Herzchirurgie	2016-07-28 00	:00	:00	4018
Q1083	HBZ60	5/218	Bonn	Chirurgisches Zentrum, Klinik für Unfallchirurgie/Orthopädie	2016-10-06 00	:00	:00	4019
